GroupID,GroupName,VariableID,VariableName,VariableDescription
CARS,California Association of Realtors,Affordability,CARS Affordability Index,C.A.R.'s Traditional Housing Affordability Index (HAI) measures the percentage of households that can afford to purchase the median priced home in the state and regions of California based on traditional assumptions. C.A.R. also reports its traditional and first-time buyer indexes for regions and select counties within the state. The HAI is the most fundamental measure of housing well-being for buyers in the state.
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 50 to 54 years,Estimate; Moved from different county within same state: - 50 to 54 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 50 to 54 years,Margin of Error; Moved from different county within same state: - 50 to 54 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 55 to 59 years,Estimate; Moved from different county within same state: - 55 to 59 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 55 to 59 years,Margin of Error; Moved from different county within same state: - 55 to 59 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 60 and 61 years,Estimate; Moved from different county within same state: - 60 and 61 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 60 and 61 years,Margin of Error; Moved from different county within same state: - 60 and 61 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 62 to 64 years,Estimate; Moved from different county within same state: - 62 to 64 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 62 to 64 years,Margin of Error; Moved from different county within same state: - 62 to 64 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 65 to 69 years,Estimate; Moved from different county within same state: - 65 to 69 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 65 to 69 years,Margin of Error; Moved from different county within same state: - 65 to 69 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 70 to 74 years,Estimate; Moved from different county within same state: - 70 to 74 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 70 to 74 years,Margin of Error; Moved from different county within same state: - 70 to 74 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 75 to 79 years,Estimate; Moved from different county within same state: - 75 to 79 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 75 to 79 years,Margin of Error; Moved from different county within same state: - 75 to 79 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 80 to 84 years,Estimate; Moved from different county within same state: - 80 to 84 years,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 80 to 84 years,Margin of Error; Moved from different county within same state: - 80 to 84 years,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different county within same state: - 85 years and over,Estimate; Moved from different county within same state: - 85 years and over,The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different county within same state: - 85 years and over,Margin of Error; Moved from different county within same state: - 85 years and over,Margin of Error - The count of people who moved to specified county from within the state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state:,Estimate; Moved from different state:,The count of people who moved to specified county from a different state
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state:,Margin of Error; Moved from different state:,Margin of Error - The count of people who moved to specified county from a different state
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 1 to 4 years,Estimate; Moved from different state: - 1 to 4 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 1 to 4 years,Margin of Error; Moved from different state: - 1 to 4 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 5 to 9 years,Estimate; Moved from different state: - 5 to 9 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 5 to 9 years,Margin of Error; Moved from different state: - 5 to 9 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 10 to 14 years,Estimate; Moved from different state: - 10 to 14 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 10 to 14 years,Margin of Error; Moved from different state: - 10 to 14 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 15 to 17 years,Estimate; Moved from different state: - 15 to 17 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 15 to 17 years,Margin of Error; Moved from different state: - 15 to 17 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 18 and 19 years,Estimate; Moved from different state: - 18 and 19 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 18 and 19 years,Margin of Error; Moved from different state: - 18 and 19 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 20 to 24 years,Estimate; Moved from different state: - 20 to 24 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 20 to 24 years,Margin of Error; Moved from different state: - 20 to 24 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 25 to 29 years,Estimate; Moved from different state: - 25 to 29 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 25 to 29 years,Margin of Error; Moved from different state: - 25 to 29 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 30 to 34 years,Estimate; Moved from different state: - 30 to 34 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 30 to 34 years,Margin of Error; Moved from different state: - 30 to 34 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 35 to 39 years,Estimate; Moved from different state: - 35 to 39 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 35 to 39 years,Margin of Error; Moved from different state: - 35 to 39 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 40 to 44 years,Estimate; Moved from different state: - 40 to 44 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 40 to 44 years,Margin of Error; Moved from different state: - 40 to 44 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 45 to 49 years,Estimate; Moved from different state: - 45 to 49 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 45 to 49 years,Margin of Error; Moved from different state: - 45 to 49 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 50 to 54 years,Estimate; Moved from different state: - 50 to 54 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 50 to 54 years,Margin of Error; Moved from different state: - 50 to 54 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 55 to 59 years,Estimate; Moved from different state: - 55 to 59 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 55 to 59 years,Margin of Error; Moved from different state: - 55 to 59 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 60 and 61 years,Estimate; Moved from different state: - 60 and 61 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 60 and 61 years,Margin of Error; Moved from different state: - 60 and 61 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 62 to 64 years,Estimate; Moved from different state: - 62 to 64 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 62 to 64 years,Margin of Error; Moved from different state: - 62 to 64 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 65 to 69 years,Estimate; Moved from different state: - 65 to 69 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 65 to 69 years,Margin of Error; Moved from different state: - 65 to 69 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 70 to 74 years,Estimate; Moved from different state: - 70 to 74 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 70 to 74 years,Margin of Error; Moved from different state: - 70 to 74 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 75 to 79 years,Estimate; Moved from different state: - 75 to 79 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 75 to 79 years,Margin of Error; Moved from different state: - 75 to 79 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 80 to 84 years,Estimate; Moved from different state: - 80 to 84 years,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 80 to 84 years,Margin of Error; Moved from different state: - 80 to 84 years,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from different state: - 85 years and over,Estimate; Moved from different state: - 85 years and over,The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from different state: - 85 years and over,Margin of Error; Moved from different state: - 85 years and over,Margin of Error - The count of people who moved to specified county from a different state in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad:,Estimate; Moved from abroad:,The count of people who moved to specified county from abroad
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad:,Margin of Error; Moved from abroad:,Margin of Error - The count of people who moved to specified county from abroad
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 1 to 4 years,Estimate; Moved from abroad: - 1 to 4 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 1 to 4 years,Margin of Error; Moved from abroad: - 1 to 4 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 5 to 9 years,Estimate; Moved from abroad: - 5 to 9 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 5 to 9 years,Margin of Error; Moved from abroad: - 5 to 9 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 10 to 14 years,Estimate; Moved from abroad: - 10 to 14 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 10 to 14 years,Margin of Error; Moved from abroad: - 10 to 14 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 15 to 17 years,Estimate; Moved from abroad: - 15 to 17 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 15 to 17 years,Margin of Error; Moved from abroad: - 15 to 17 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 18 and 19 years,Estimate; Moved from abroad: - 18 and 19 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 18 and 19 years,Margin of Error; Moved from abroad: - 18 and 19 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 20 to 24 years,Estimate; Moved from abroad: - 20 to 24 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 20 to 24 years,Margin of Error; Moved from abroad: - 20 to 24 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 25 to 29 years,Estimate; Moved from abroad: - 25 to 29 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 25 to 29 years,Margin of Error; Moved from abroad: - 25 to 29 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 30 to 34 years,Estimate; Moved from abroad: - 30 to 34 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 30 to 34 years,Margin of Error; Moved from abroad: - 30 to 34 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 35 to 39 years,Estimate; Moved from abroad: - 35 to 39 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 35 to 39 years,Margin of Error; Moved from abroad: - 35 to 39 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 40 to 44 years,Estimate; Moved from abroad: - 40 to 44 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 40 to 44 years,Margin of Error; Moved from abroad: - 40 to 44 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 45 to 49 years,Estimate; Moved from abroad: - 45 to 49 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 45 to 49 years,Margin of Error; Moved from abroad: - 45 to 49 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 50 to 54 years,Estimate; Moved from abroad: - 50 to 54 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 50 to 54 years,Margin of Error; Moved from abroad: - 50 to 54 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 55 to 59 years,Estimate; Moved from abroad: - 55 to 59 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 55 to 59 years,Margin of Error; Moved from abroad: - 55 to 59 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 60 and 61 years,Estimate; Moved from abroad: - 60 and 61 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 60 and 61 years,Margin of Error; Moved from abroad: - 60 and 61 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 62 to 64 years,Estimate; Moved from abroad: - 62 to 64 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 62 to 64 years,Margin of Error; Moved from abroad: - 62 to 64 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 65 to 69 years,Estimate; Moved from abroad: - 65 to 69 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 65 to 69 years,Margin of Error; Moved from abroad: - 65 to 69 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 70 to 74 years,Estimate; Moved from abroad: - 70 to 74 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 70 to 74 years,Margin of Error; Moved from abroad: - 70 to 74 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 75 to 79 years,Estimate; Moved from abroad: - 75 to 79 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 75 to 79 years,Margin of Error; Moved from abroad: - 75 to 79 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 80 to 84 years,Estimate; Moved from abroad: - 80 to 84 years,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 80 to 84 years,Margin of Error; Moved from abroad: - 80 to 84 years,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Moved from abroad: - 85 years and over,Estimate; Moved from abroad: - 85 years and over,The count of people who moved to specified county from abroad in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Moved from abroad: - 85 years and over,Margin of Error; Moved from abroad: - 85 years and over,Margin of Error - The count of people who moved to specified county from abroad in age bracket
B07007,Geographical Mobility in past year by Citizenship,Estimate; Total:,Estimate; Total:,The count of people in the sample
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Total:,Margin of Error; Total:,Margin of Error - The count of people in the sample
B07007,Geographical Mobility in past year by Citizenship,Estimate; Native,Estimate; Native,The count of people who are native born citizens
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Native,Margin of Error; Native,Margin of Error - The count of people who are native born citizens
B07007,Geographical Mobility in past year by Citizenship,Estimate; Foreign born:,Estimate; Foreign born:,The count of people who are Foreign born
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Foreign born:,Margin of Error; Foreign born:,Margin of Error - The count of people who are Foreign born
B07007,Geographical Mobility in past year by Citizenship,Estimate; Foreign born: - Naturalized U.S. citizen,Estimate; Foreign born: - Naturalized U.S. citizen,The count of people who are Foreign born - Naturalized U.S. citizen
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Foreign born: - Naturalized U.S. citizen,Margin of Error; Foreign born: - Naturalized U.S. citizen,Margin of Error - The count of people who are Foreign born - Naturalized U.S. citizen
B07007,Geographical Mobility in past year by Citizenship,Estimate; Foreign born: - Not a U.S. citizen,Estimate; Foreign born: - Not a U.S. citizen,The count of people who are not a U.S. citizen
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Foreign born: - Not a U.S. citizen,Margin of Error; Foreign born: - Not a U.S. citizen,Margin of Error - The count of people who are not a U.S. citizen
B07007,Geographical Mobility in past year by Citizenship,Estimate; Same house 1 year ago:,Estimate; Same house 1 year ago:,The count of people in sample who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Margin of Error - The count of people in sample who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Estimate; Same house 1 year ago: - Native,Estimate; Same house 1 year ago: - Native,The count of native born citizens who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Same house 1 year ago: - Native,Margin of Error; Same house 1 year ago: - Native,Margin of Error - The count of native born citizens who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Estimate; Same house 1 year ago: - Foreign born:,Estimate; Same house 1 year ago: - Foreign born:,The count of people who are Foreign born who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Same house 1 year ago: - Foreign born:,Margin of Error; Same house 1 year ago: - Foreign born:,Margin of Error - The count of people who are Foreign born who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Estimate; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Estimate; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,The count of people who are Foreign born - Naturalized U.S. citizen who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Margin of Error - The count of people who are Foreign born - Naturalized U.S. citizen who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Estimate; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Estimate; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,The count of people who are not a U.S. citizen who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Margin of Error - The count of people who are not a U.S. citizen who lived in the same house one year ago
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved within same county:,Estimate; Moved within same county:,The count of people who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved within same county:,Margin of Error; Moved within same county:,Margin of Error - The count of people who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved within same county: - Native,Estimate; Moved within same county: - Native,The count of people who are native born citizens who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved within same county: - Native,Margin of Error; Moved within same county: - Native,Margin of Error - The count of people who are native born citizens who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved within same county: - Foreign born:,Estimate; Moved within same county: - Foreign born:,The count of people who are Foreign born who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved within same county: - Foreign born:,Margin of Error; Moved within same county: - Foreign born:,Margin of Error - The count of people who are Foreign born who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved within same county: - Foreign born: - Naturalized U.S. citizen,The count of people who are Foreign born - Naturalized U.S. citizen who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Margin of Error - The count of people who are Foreign born - Naturalized U.S. citizen who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved within same county: - Foreign born: - Not a U.S. citizen,Estimate; Moved within same county: - Foreign born: - Not a U.S. citizen,The count of people who are not a U.S. citizen who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved within same county: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Not a U.S. citizen,Margin of Error - The count of people who are not a U.S. citizen who moved within the same county
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different county within same state:,Estimate; Moved from different county within same state:,The count of people who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Margin of Error - The count of people who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different county within same state: - Native,Estimate; Moved from different county within same state: - Native,The count of people who are native born citizens who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different county within same state: - Native,Margin of Error; Moved from different county within same state: - Native,Margin of Error - The count of people who are native born citizens who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different county within same state: - Foreign born:,Estimate; Moved from different county within same state: - Foreign born:,The count of people who are Foreign born who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different county within same state: - Foreign born:,Margin of Error; Moved from different county within same state: - Foreign born:,Margin of Error - The count of people who are Foreign born who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,The count of people who are Foreign born - Naturalized U.S. citizen who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Margin of Error - The count of people who are Foreign born - Naturalized U.S. citizen who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,The count of people who are not a U.S. citizen who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Margin of Error - The count of people who are not a U.S. citizen who moved to specified county from a different county within the same state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different state:,Estimate; Moved from different state:,The count of people who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different state:,Margin of Error; Moved from different state:,Margin of Error - The count of people who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different state: - Native,Estimate; Moved from different state: - Native,The count of people who are native born citizens who moved to specified county from a different state
