Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; With cash rent:,Margin of Error; With cash rent:,Estimate; With cash rent: - Less than $100,Margin of Error; With cash rent: - Less than $100,Estimate; With cash rent: - $100 to $149,Margin of Error; With cash rent: - $100 to $149,Estimate; With cash rent: - $150 to $199,Margin of Error; With cash rent: - $150 to $199,Estimate; With cash rent: - $200 to $249,Margin of Error; With cash rent: - $200 to $249,Estimate; With cash rent: - $250 to $299,Margin of Error; With cash rent: - $250 to $299,Estimate; With cash rent: - $300 to $349,Margin of Error; With cash rent: - $300 to $349,Estimate; With cash rent: - $350 to $399,Margin of Error; With cash rent: - $350 to $399,Estimate; With cash rent: - $400 to $449,Margin of Error; With cash rent: - $400 to $449,Estimate; With cash rent: - $450 to $499,Margin of Error; With cash rent: - $450 to $499,Estimate; With cash rent: - $500 to $549,Margin of Error; With cash rent: - $500 to $549,Estimate; With cash rent: - $550 to $599,Margin of Error; With cash rent: - $550 to $599,Estimate; With cash rent: - $600 to $649,Margin of Error; With cash rent: - $600 to $649,Estimate; With cash rent: - $650 to $699,Margin of Error; With cash rent: - $650 to $699,Estimate; With cash rent: - $700 to $749,Margin of Error; With cash rent: - $700 to $749,Estimate; With cash rent: - $750 to $799,Margin of Error; With cash rent: - $750 to $799,Estimate; With cash rent: - $800 to $899,Margin of Error; With cash rent: - $800 to $899,Estimate; With cash rent: - $900 to $999,Margin of Error; With cash rent: - $900 to $999,"Estimate; With cash rent: - $1,000 to $1,249","Margin of Error; With cash rent: - $1,000 to $1,249","Estimate; With cash rent: - $1,250 to $1,499","Margin of Error; With cash rent: - $1,250 to $1,499","Estimate; With cash rent: - $1,500 to $1,999","Margin of Error; With cash rent: - $1,500 to $1,999","Estimate; With cash rent: - $2,000 or more","Margin of Error; With cash rent: - $2,000 or more",Estimate; No cash rent,Margin of Error; No cash rent
0500000US06079,6079,"San Luis Obispo County, California",2009,39231,2671,37898,2572,0,294,54,93,117,195,401,221,189,178,117,141,309,337,140,163,345,231,724,470,679,387,842,512,943,617,1232,627,2415,992,3406,1190,6734,2013,7107,1337,3978,1084,6347,1330,1819,854,1333,632
0500000US06081,6081,"San Mateo County, California",2009,98032,4147,95484,4041,180,316,403,470,430,331,494,286,398,259,215,183,482,317,1002,583,245,200,813,466,465,346,1142,547,449,242,942,515,991,627,4802,1327,6743,1458,17770,2544,18595,1811,23094,2229,15829,2018,2548,830
0500000US06083,6083,"Santa Barbara County, California",2009,65842,3203,63127,3124,125,150,170,177,572,444,705,412,935,584,269,232,447,338,563,368,1497,673,657,456,834,398,976,466,1077,448,1878,804,1801,652,4910,1209,5150,1300,12316,1761,8964,1514,10731,1777,8550,1684,2715,811
0500000US06085,6085,"Santa Clara County, California",2009,242273,6323,235632,6281,1339,670,358,317,1062,497,4345,1236,1744,585,1445,701,781,365,2556,866,1759,744,1979,779,1625,838,1537,656,2319,907,3045,824,2528,872,10877,1869,16071,2349,45467,3745,42761,3220,57488,4055,34546,3264,6641,1280
0500000US06087,6087,"Santa Cruz County, California",2009,36212,2482,34626,2341,92,119,104,119,458,394,984,533,374,362,543,430,269,210,449,382,234,298,1154,542,942,478,604,454,925,403,829,448,961,496,2547,883,1832,742,6309,1447,5054,1215,7157,1450,2805,1145,1586,713
0500000US06089,6089,"Shasta County, California",2009,24762,2044,22968,2194,483,587,236,303,78,103,463,315,545,457,906,669,488,335,710,531,1342,625,1320,598,1366,659,1800,818,2399,826,913,538,1032,516,2628,758,889,383,3185,963,868,459,714,468,603,492,1794,715
0500000US06095,6095,"Solano County, California",2009,47862,2678,46728,2726,299,249,449,443,187,208,353,247,109,180,1364,660,119,190,402,292,509,355,1101,561,511,322,544,426,320,262,1852,836,2144,827,4896,1147,5291,1146,9507,1629,6769,1467,7296,1486,2706,1011,1134,558
0500000US06097,6097,"Sonoma County, California",2009,70941,3408,67162,3277,0,294,299,309,564,469,1300,595,307,188,714,501,474,324,382,210,175,228,1869,767,628,374,1133,660,1531,606,2477,986,2674,816,8028,1349,7135,1549,13409,1917,9674,1672,10198,1871,4191,1137,3779,1017
0500000US06099,6099,"Stanislaus County, California",2009,64951,3767,61878,3580,349,291,227,217,640,403,1265,601,1008,536,730,418,841,442,1226,560,552,441,3284,1011,2141,865,3587,833,5233,1406,5610,1320,4019,903,9243,1620,3610,988,10891,1850,4853,1159,1890,901,679,369,3073,858
0500000US06101,6101,"Sutter County, California",2009,11516,1473,11065,1416,0,294,106,168,397,411,219,261,461,373,122,130,190,228,84,100,564,528,600,315,482,367,1022,463,1216,587,832,454,366,268,1399,537,776,451,679,339,1233,628,217,262,100,111,451,339
0500000US06107,6107,"Tulare County, California",2009,54201,2830,51237,2857,283,247,303,278,625,397,1249,565,910,563,1914,658,2232,806,3817,1030,3370,959,4020,1222,2891,779,3207,1032,2918,942,3375,932,2934,1144,5964,1409,2628,1138,6127,1370,1519,675,593,248,358,238,2964,781
0500000US06111,6111,"Ventura County, California",2009,90941,3684,88128,3559,261,364,111,133,1054,635,1027,515,1309,761,1003,576,582,474,647,496,879,466,984,578,896,557,2377,762,862,548,2001,759,1318,784,3495,1090,4725,1283,17481,2274,15051,2402,21093,2234,10972,1774,2813,701
0500000US06113,6113,"Yolo County, California",2009,29545,2304,28437,2246,50,84,57,98,493,300,875,538,190,186,128,154,204,159,174,191,850,480,834,559,1035,531,947,586,1045,523,1118,584,2085,708,2439,783,3663,1165,4642,1118,3034,982,2739,839,1835,839,1108,555
0500000US06115,6115,"Yuba County, California",2009,9326,1477,8458,1425,45,78,89,153,256,238,27,48,103,118,101,131,130,157,376,278,237,217,986,583,725,450,683,391,622,388,1010,631,164,173,783,636,874,585,570,424,352,278,325,347,0,294,868,502
0500000US06001,6001,"Alameda County, California",2010,250630,5892,243400,5916,2451,920,1768,704,1310,593,6529,1327,2273,815,2390,710,1306,607,2969,920,1962,892,3189,963,2062,698,3189,842,5908,1124,6486,1445,7484,1407,20239,2126,21689,2714,56514,3645,33980,3410,43403,3528,16299,1975,7230,1389
0500000US06007,6007,"Butte County, California",2010,34304,2433,32847,2345,0,294,144,170,203,171,359,252,182,167,576,351,565,333,987,526,1286,535,2106,917,2053,853,1512,650,3254,1332,2405,841,2835,1023,4510,1129,2347,784,4453,1080,1425,568,1235,547,410,238,1457,683
0500000US06013,6013,"Contra Costa County, California",2010,124857,5397,120671,5290,531,437,426,353,776,387,2298,886,423,262,1326,649,512,315,940,680,747,462,1811,848,497,383,1469,648,2147,1072,1580,637,3579,1187,9720,1708,10616,1707,26373,3040,18065,2356,25397,3043,11438,1729,4186,1033
0500000US06017,6017,"El Dorado County, California",2010,15937,2081,14873,2004,87,151,0,294,52,88,69,111,139,208,111,133,0,294,263,428,0,294,123,150,420,363,686,449,828,538,1177,687,795,557,1975,876,877,508,3863,1394,1615,731,1283,623,510,313,1064,552
0500000US06019,6019,"Fresno County, California",2010,130407,4533,124192,4205,1894,813,1613,700,1784,804,1959,685,1582,652,3457,1125,2956,804,5564,1117,4681,1290,6586,1358,6028,1272,11545,1945,11219,1672,8510,1605,7107,1479,12326,2098,9837,1768,15905,2357,5740,1557,2479,876,1420,528,6215,1208
0500000US06023,6023,"Humboldt County, California",2010,23420,2073,22546,2097,74,118,264,176,134,169,169,165,316,255,660,426,523,277,1120,599,498,319,1221,530,2324,887,1401,618,1927,812,1508,617,1498,716,2632,965,1312,576,2953,1005,984,579,1028,577,0,294,874,473
0500000US06025,6025,"Imperial County, California",2010,20259,1729,19046,1727,200,155,102,126,330,222,1022,573,648,538,657,388,1207,595,1105,540,916,521,1051,509,1756,651,1756,675,1983,687,1048,498,1355,748,1237,566,632,431,1760,725,281,208,0,294,0,294,1213,521
0500000US06029,6029,"Kern County, California",2010,103345,4129,98582,4229,533,377,470,359,627,387,1334,530,1146,633,2249,718,1979,696,3398,1138,5137,1182,7601,1608,7014,1425,8832,1916,7783,1587,6859,1566,8009,1666,10910,1630,7713,1412,8929,1638,3421,866,4142,1086,496,249,4763,1010
0500000US06031,6031,"Kings County, California",2010,19865,1745,18207,1569,248,340,139,129,168,176,388,302,37,68,267,239,467,341,512,332,940,425,1745,739,935,491,2252,810,1202,513,1576,830,1087,631,1701,769,401,228,2672,955,964,540,348,276,158,185,1658,758
0500000US06033,6033,"Lake County, California",2010,8551,1710,8104,1747,349,514,0,294,141,180,75,94,575,507,434,400,309,316,558,436,82,143,689,524,389,363,462,470,474,375,234,243,388,371,668,474,210,271,1726,691,225,220,116,144,0,294,447,323
0500000US06037,6037,"Los Angeles County, California",2010,1700905,14777,1656726,14460,6117,1409,4227,1109,10008,1754,28622,2429,11839,1700,11759,1871,9680,1803,18497,2334,14777,1918,31651,2541,25129,2804,44291,3221,48860,2998,67390,4046,71711,4019,169398,6961,170947,5939,343637,8562,208747,7875,232323,6863,127116,5532,44179,3533
0500000US06039,6039,"Madera County, California",2010,16720,2092,15233,2180,230,278,146,247,523,378,177,223,195,260,556,373,268,301,712,453,445,351,1101,577,531,398,486,343,521,355,1222,696,669,434,3031,874,1324,668,2247,865,431,296,418,294,0,294,1487,741
0500000US06041,6041,"Marin County, California",2010,36263,2655,35455,2626,165,226,104,132,39,79,420,327,472,382,227,256,707,598,157,152,636,451,195,175,118,136,223,275,334,279,369,293,216,249,1187,622,1795,739,5466,1334,6864,1468,8889,1811,6872,1202,808,388
0500000US06045,6045,"Mendocino County, California",2010,14739,1677,13399,1630,0,294,154,147,241,386,242,254,168,256,658,421,169,233,140,173,794,522,278,249,371,344,567,369,721,451,349,266,948,480,2006,716,921,532,2460,847,821,468,791,527,600,431,1340,706
0500000US06047,6047,"Merced County, California",2010,33551,2467,31265,2271,325,346,250,293,506,359,137,150,468,353,708,436,1415,646,1479,595,1373,654,2097,704,2140,734,2681,887,2757,967,2578,846,1512,769,2789,939,2367,715,4338,1310,606,386,694,488,45,78,2286,757
0500000US06053,6053,"Monterey County, California",2010,61552,3144,59949,3212,534,343,112,131,69,115,217,179,370,235,971,612,123,134,530,385,305,252,1096,644,1292,619,1513,784,1635,771,1545,687,2310,826,7980,1531,6351,1384,10103,1705,9537,1653,8880,1333,4476,1123,1603,655
0500000US06055,6055,"Napa County, California",2010,18806,1866,18259,1903,0,294,0,294,97,167,459,302,91,143,289,267,165,194,472,478,182,223,415,303,66,109,282,213,539,431,695,535,202,170,1613,679,1485,659,4579,1218,2875,970,2462,935,1291,537,547,359
0500000US06057,6057,"Nevada County, California",2010,12573,1814,11766,1721,0,294,0,294,67,110,68,112,267,409,74,125,205,155,126,116,221,336,1170,682,277,350,665,417,304,263,501,377,456,450,1897,728,385,416,1786,828,1450,583,1720,855,127,142,807,387
0500000US06059,6059,"Orange County, California",2010,401983,7249,394382,7088,358,233,1139,483,1787,728,4407,1064,1738,694,1878,757,2129,605,1722,685,1357,542,3098,911,1451,497,4025,1079,1908,719,4034,1008,4679,1124,19192,2176,28849,2515,91188,4444,79718,4500,85913,5019,53812,3293,7601,1274
0500000US06061,6061,"Placer County, California",2010,37884,3175,36866,3116,0,294,0,294,20,32,741,399,23,38,231,206,208,250,374,276,255,219,808,431,934,471,1162,681,2207,1079,1254,722,2182,777,5136,1245,3633,1260,6156,1473,5077,1348,4508,1278,1957,786,1018,434
0500000US06065,6065,"Riverside County, California",2010,211802,6293,205302,6232,960,518,493,403,1664,546,1967,597,1636,605,3216,1200,2005,715,1830,690,3771,1041,5420,1272,4368,1072,5717,1382,7355,1469,8572,1563,11487,2114,24982,2421,20196,2348,43132,3776,25413,2870,21646,2646,9472,1656,6500,1388
0500000US06067,6067,"Sacramento County, California",2010,220149,6521,213975,6553,1438,697,1056,584,2752,897,2790,848,1156,445,1290,601,1849,766,2152,773,2423,907,4240,1037,5946,1247,9607,1752,16200,2101,17451,2188,18143,2441,28432,3028,21381,2856,35645,3246,21322,2736,14600,2402,4102,1139,6174,1235
0500000US06071,6071,"San Bernardino County, California",2010,222440,6787,216123,6701,1588,659,320,235,1139,450,2514,921,1413,642,1819,654,2131,674,2753,672,3056,935,8023,1662,7231,1530,8862,1839,9903,1703,10777,2155,13144,2093,28486,2710,22666,2403,41947,3520,22401,3045,19896,2286,6054,1455,6317,1309
0500000US06073,6073,"San Diego County, California",2010,488810,8262,477054,8432,494,357,1112,618,1904,679,6216,1099,1674,607,2897,837,2172,760,3833,777,3447,888,4474,1134,4529,1156,7600,1311,8445,1351,12079,1781,18417,2252,40949,3300,48899,3571,97265,4714,69751,4611,96329,4543,44568,3026,11756,1600
0500000US06075,6075,"San Francisco County, California",2010,212884,5751,207400,5910,868,459,672,473,863,541,4118,1131,4183,1004,3285,1049,2479,817,2647,1047,4319,1220,4035,1070,3551,871,5704,1338,3166,1055,5834,1197,2640,853,10129,1889,9432,1936,29397,2748,22580,2707,43125,3194,44373,3739,5484,1390
0500000US06077,6077,"San Joaquin County, California",2010,91225,4294,86912,4210,522,461,439,484,460,376,1010,401,608,463,1463,648,880,556,1175,727,1468,621,3103,924,3493,985,5287,1239,6452,1133,4689,1237,6514,1533,12176,2044,6868,1547,13339,2255,9801,1585,5489,1469,1676,688,4313,1195
0500000US06079,6079,"San Luis Obispo County, California",2010,39791,2841,37517,2824,0,294,0,294,0,294,425,415,252,215,437,432,277,271,1075,766,128,151,785,592,369,267,967,579,345,275,1849,699,2096,804,4399,1074,4440,1034,6759,1232,4276,1015,4669,1136,3969,1157,2274,751
0500000US06081,6081,"San Mateo County, California",2010,105151,3721,102158,3710,0,294,153,180,650,408,553,317,536,441,202,192,499,348,710,402,155,247,106,127,118,140,838,566,824,400,1302,609,934,426,4342,1217,4352,964,23209,2180,20139,2287,24470,2697,18066,2157,2993,1015
0500000US06083,6083,"Santa Barbara County, California",2010,65696,2952,62424,2885,228,230,537,343,353,271,1037,518,299,308,537,406,465,324,947,633,403,281,725,480,947,425,1295,738,2034,778,2136,803,730,403,5759,1306,4580,1236,11210,1816,8827,1600,10339,1525,9036,1375,3272,914
0500000US06085,6085,"Santa Clara County, California",2010,256280,5605,250980,5530,957,536,718,329,605,402,3918,1059,1391,619,1249,656,800,407,2114,587,1485,462,3374,1166,2337,800,2840,983,2546,1040,2770,770,2861,961,13794,2128,14315,1810,49833,3648,46359,4085,59376,4525,37338,3029,5300,1144
0500000US06087,6087,"Santa Cruz County, California",2010,37055,3689,35077,3510,262,334,375,358,495,300,590,408,831,706,249,196,260,319,197,304,526,416,418,306,424,308,1237,613,554,401,694,575,724,390,2408,808,2325,898,6395,1526,5381,1380,7935,1563,2797,929,1978,824
0500000US06089,6089,"Shasta County, California",2010,23214,1968,22080,1963,332,311,176,186,283,299,611,432,386,406,363,328,320,197,649,567,1261,629,1461,724,1527,590,1202,524,1224,644,1722,740,1014,594,2384,764,1347,623,2982,1084,986,496,1489,780,361,254,1134,553
0500000US06095,6095,"Solano County, California",2010,52587,3052,50383,2996,200,270,233,302,366,291,619,358,526,384,65,106,372,287,616,331,719,581,343,327,525,473,1272,639,1540,572,1581,760,1761,794,4189,1111,5819,1381,11572,1775,7214,1597,8290,1729,2561,809,2204,909
0500000US06097,6097,"Sonoma County, California",2010,74758,2896,71726,2760,519,439,499,399,913,527,581,369,318,306,292,206,334,256,846,375,354,261,1292,722,488,283,1593,898,371,244,1774,654,2115,694,7776,1404,7091,1578,18026,2151,9645,1622,12484,1754,4415,1177,3032,914
0500000US06099,6099,"Stanislaus County, California",2010,67163,3214,63536,3223,416,331,1135,588,769,484,639,402,281,208,694,377,653,365,2289,833,1023,480,3065,932,2528,830,3520,1092,3267,1069,5399,1356,4946,1111,8488,1436,5472,1325,11402,1910,4699,1306,2063,765,788,368,3627,978
0500000US06101,6101,"Sutter County, California",2010,14108,1307,13554,1359,134,182,85,155,80,142,626,382,72,134,632,559,117,124,137,149,684,461,585,432,1050,602,929,561,1215,634,1624,615,676,397,1108,463,1077,568,954,602,1321,687,328,355,120,128,554,312
0500000US06107,6107,"Tulare County, California",2010,53677,2982,50837,2979,590,508,262,235,362,228,1433,611,796,420,2290,766,2013,647,3122,684,1980,548,3718,871,4173,1094,3623,1037,3480,893,3226,866,3284,1073,6618,1571,3650,983,3988,1040,1181,596,817,523,231,302,2840,625
0500000US06111,6111,"Ventura County, California",2010,95780,4870,93385,4859,547,437,552,378,1084,596,1355,618,1116,571,1005,520,404,314,927,577,355,272,1662,708,541,374,1487,805,449,267,1423,774,1254,617,6342,1263,6294,1541,17363,2040,14472,2044,21403,2797,13350,2315,2395,745
0500000US06113,6113,"Yolo County, California",2010,30722,3524,29752,3526,55,92,0,294,589,470,761,588,401,420,321,219,413,315,508,400,277,243,403,306,725,542,1672,620,887,433,682,529,1450,605,3775,1005,3450,1076,5371,1218,2549,907,4528,1506,935,443,970,488
0500000US06115,6115,"Yuba County, California",2010,8193,1425,7627,1384,159,243,72,116,0,294,136,170,38,69,251,248,79,105,93,112,289,254,832,645,310,247,639,433,841,481,530,386,420,328,784,453,561,368,842,408,477,323,213,199,61,102,566,306
0500000US06001,6001,"Alameda County, California",2011,256337,6348,247094,6268,2185,706,1186,575,2122,685,5059,1159,2184,704,2242,838,2535,973,2572,738,1563,541,2513,595,1658,549,4968,1155,3398,769,6231,1209,7056,1499,18142,2347,21750,2336,52363,3760,40012,3372,46022,3375,21333,2525,9243,1453
0500000US06007,6007,"Butte County, California",2011,34888,2242,32311,2102,341,336,351,369,460,256,516,369,755,525,363,253,291,252,963,487,448,266,2344,869,2507,923,2765,833,2007,817,2479,901,1856,671,3747,1100,3141,1020,3345,773,1697,786,1462,673,473,423,2577,1141
0500000US06013,6013,"Contra Costa County, California",2011,129736,5075,126455,5101,329,268,631,460,1383,662,2109,996,1103,567,411,266,785,501,1045,784,920,616,963,534,1402,694,2177,799,1796,700,2689,1266,3628,1149,8897,1555,11591,2083,29523,3451,20280,2930,21562,2496,13231,2304,3281,833
0500000US06017,6017,"El Dorado County, California",2011,19126,2359,17336,1996,122,203,120,129,81,92,40,68,0,208,588,397,224,325,492,426,54,68,736,446,838,584,994,602,944,498,1016,490,654,406,2498,735,1103,528,2760,926,1349,661,1411,806,1312,761,1790,891
0500000US06019,6019,"Fresno County, California",2011,130646,4521,124426,4482,1006,429,1432,520,1293,557,2419,720,1447,554,2072,834,2062,910,2410,749,4821,1002,7870,1390,7369,1110,9767,1471,12390,1912,9766,1756,9627,1464,14192,2437,9643,1855,15432,2598,5086,1374,3364,1152,958,353,6220,1231
0500000US06023,6023,"Humboldt County, California",2011,22724,2169,21348,2135,38,65,219,162,146,114,216,202,593,578,405,296,812,474,445,324,456,336,1204,565,1318,448,1574,664,1437,616,1648,727,1122,587,2838,899,1466,594,2434,874,1355,588,835,465,787,597,1376,417
0500000US06025,6025,"Imperial County, California",2011,21618,1596,20448,1648,199,129,269,197,655,430,691,356,776,484,843,638,964,504,894,440,1828,710,2265,660,999,503,1924,651,1250,587,982,556,1183,527,1520,704,731,460,1966,863,350,272,159,170,0,208,1170,462
0500000US06029,6029,"Kern County, California",2011,110667,4859,105520,4698,1207,704,1186,782,1257,720,1192,640,1428,646,1947,733,3472,889,5046,1319,4725,1111,5886,1192,5601,1367,9146,1937,8889,1736,6833,1282,7330,1717,11257,1983,7553,1583,10474,2063,6494,1679,4090,1192,507,370,5147,1181
0500000US06031,6031,"Kings County, California",2011,17978,1626,16410,1618,19,32,267,382,500,358,268,256,198,214,254,216,384,236,494,403,497,355,540,231,1618,782,826,530,948,406,712,411,1756,672,1452,548,949,411,2538,729,831,542,1359,602,0,208,1568,487
0500000US06037,6037,"Los Angeles County, California",2011,1719784,15328,1675291,14403,5709,1222,5418,1134,12446,1652,25136,2666,10951,1809,13983,1901,13690,1793,16474,1913,11963,1424,29973,2579,24568,2209,41639,2483,45986,3353,64352,4165,66810,4130,172799,5696,169939,6914,363422,10242,206011,6947,240295,8704,133727,6352,44493,3610
0500000US06039,6039,"Madera County, California",2011,16048,1995,13995,1868,111,145,212,308,206,264,42,77,34,61,438,387,461,443,498,448,612,443,1435,707,727,424,1678,806,1286,565,867,435,1119,645,872,398,936,521,1382,609,458,468,471,428,150,224,2053,749
0500000US06041,6041,"Marin County, California",2011,41270,2828,39855,2765,25,47,98,161,72,121,1159,688,681,616,304,247,42,84,339,281,351,273,231,181,208,268,39,67,499,368,731,588,519,362,1112,548,2080,906,7428,1788,7084,1529,9258,2073,7595,1585,1415,676
0500000US06045,6045,"Mendocino County, California",2011,12050,1445,11023,1329,86,103,82,79,183,220,575,437,320,272,79,96,0,208,281,311,53,90,880,512,289,331,211,179,560,418,261,272,850,563,1409,673,630,346,2559,903,957,513,391,293,367,326,1027,549
0500000US06047,6047,"Merced County, California",2011,35953,2258,33356,2318,0,208,435,313,461,283,233,240,593,347,750,555,611,329,1998,714,1345,573,3111,1043,1866,530,2392,867,2371,781,2191,811,1955,824,4345,1154,3552,964,3878,1056,586,358,650,459,33,51,2597,775
0500000US06053,6053,"Monterey County, California",2011,65089,2990,63037,2947,317,316,218,255,328,259,251,155,327,223,213,152,1306,661,734,414,273,206,1134,540,698,463,1776,594,1535,570,1303,533,2529,1034,8732,1246,6144,1417,15090,2106,7422,1297,7814,1322,4893,1035,2052,647
0500000US06055,6055,"Napa County, California",2011,22750,1912,21225,1860,0,208,125,200,0,208,358,279,192,145,113,200,73,100,267,391,64,111,227,200,421,244,398,451,298,268,664,402,601,511,1852,609,1966,942,3353,987,3188,989,5379,1270,1686,640,1525,717
0500000US06057,6057,"Nevada County, California",2011,10952,1757,10137,1637,0,208,0,208,0,208,168,124,138,186,42,73,276,411,0,208,257,251,267,256,585,409,589,389,391,278,130,119,576,451,1024,679,538,540,2403,926,858,494,1196,636,699,471,815,455
0500000US06059,6059,"Orange County, California",2011,410864,6997,401286,6820,1066,626,782,356,2114,741,3676,870,1220,411,2361,1019,1843,616,2232,767,1181,549,2088,691,1710,575,2764,1021,2285,765,3561,792,4035,846,18091,2270,27335,2665,85538,5092,83578,5359,98109,5453,55717,3828,9578,1524
0500000US06061,6061,"Placer County, California",2011,38676,3264,37218,3277,75,130,91,148,302,275,297,337,64,78,544,337,157,148,253,323,105,146,878,568,589,340,1240,780,1455,698,2159,792,2306,835,3802,1233,3071,864,7570,1869,5994,1566,5005,1725,1261,572,1458,811
0500000US06065,6065,"Riverside County, California",2011,233379,8333,224587,8167,1192,759,1120,653,2323,809,3300,849,2062,781,1755,729,2904,986,3518,1056,3113,880,5509,1396,5001,1101,8499,1707,11217,1991,9703,1627,10734,1836,28771,3332,19276,3067,40299,3580,25717,3046,24653,3822,13921,2999,8792,1847
0500000US06067,6067,"Sacramento County, California",2011,224356,6095,217200,5895,1207,617,2060,809,2303,632,1696,675,1969,796,1630,744,1344,593,1741,510,3292,1073,4883,1105,8081,1693,13456,1840,14365,2054,13388,2010,16212,2165,29017,2788,18931,2441,38087,3286,24175,2943,16230,2838,3133,1079,7156,1682
0500000US06071,6071,"San Bernardino County, California",2011,228569,7146,221383,7027,1363,822,683,446,1281,562,3524,1195,690,354,2163,911,1794,721,3555,1181,2132,706,6263,1789,6162,1609,9266,2099,9992,2235,12159,2385,10237,2055,29388,3448,26909,3570,46902,4670,20237,2902,21216,3218,5467,1904,7186,1549
0500000US06073,6073,"San Diego County, California",2011,495609,8241,481552,7919,1173,550,1300,552,1368,512,5589,1120,2279,787,2558,777,2255,765,4316,1369,3527,937,4973,1185,5974,1451,6736,1340,8486,1586,14199,2135,18773,2014,46415,4034,47993,3606,92712,4527,74220,5057,92517,5507,44189,3466,14057,2031
0500000US06075,6075,"San Francisco County, California",2011,219025,5653,213215,5694,1354,677,1565,815,1168,540,5306,1033,3736,1076,1506,655,2147,848,3682,919,3741,1438,4440,1064,2940,897,4696,1128,3508,997,3539,1220,3825,936,10708,1606,11167,2391,26797,2781,24233,3104,46975,4551,46182,3253,5810,1140
0500000US06077,6077,"San Joaquin County, California",2011,88856,3657,85322,3853,277,204,343,310,469,313,1089,483,662,381,1426,657,1240,599,2073,710,2654,823,4006,1072,3172,884,4550,1099,5716,1196,5577,1266,5346,1328,12045,2053,4815,1085,15067,2319,7281,1726,5961,2011,1553,636,3534,1079
0500000US06079,6079,"San Luis Obispo County, California",2011,44406,3029,41079,3067,0,208,176,276,262,226,331,273,438,352,245,152,41,70,102,179,1107,528,1048,653,943,508,1315,733,880,560,1088,433,1150,639,3008,914,3929,1160,8951,1809,5929,1265,7904,1717,2232,786,3327,974
0500000US06081,6081,"San Mateo County, California",2011,105596,3707,102481,3673,107,129,441,414,201,185,251,220,166,199,414,238,377,536,275,167,1212,673,939,640,749,463,740,512,533,296,860,395,1084,574,3758,1073,4795,1167,20027,2295,16467,2019,28791,2749,20294,2299,3115,836
0500000US06083,6083,"Santa Barbara County, California",2011,69502,2583,66810,2690,447,331,221,227,272,192,722,428,410,324,699,377,217,170,535,309,762,521,1235,587,1773,759,1940,921,1740,665,1915,680,2761,919,3894,944,4597,1094,12768,1520,8451,1556,12959,1630,8492,1356,2692,937
0500000US06085,6085,"Santa Clara County, California",2011,262717,5508,256619,5428,805,556,929,486,1512,631,3494,1014,1564,626,1483,808,1720,621,2330,812,1952,816,2959,918,2035,818,3213,870,1209,608,3061,944,3648,1117,8807,1500,13304,2050,48978,3630,45501,3717,65504,4309,42611,3224,6098,1364
0500000US06087,6087,"Santa Cruz County, California",2011,40456,2667,39710,2644,514,562,0,208,293,217,1150,596,475,368,78,99,180,189,752,463,247,220,391,276,478,388,720,546,716,594,807,525,373,255,2840,977,2253,927,7241,1599,6100,1113,9414,1787,4688,1040,746,395
0500000US06089,6089,"Shasta County, California",2011,23846,2238,22338,2111,0,208,0,208,639,396,158,148,499,312,740,314,297,187,907,457,958,533,1201,453,1791,736,2012,664,1145,546,1490,678,1736,724,2338,735,1325,669,2114,971,1008,679,1291,571,689,370,1508,719
0500000US06095,6095,"Solano County, California",2011,54344,3041,52059,3126,372,369,243,217,497,347,458,306,566,323,214,186,400,321,842,657,488,326,615,380,425,310,487,278,1475,759,1509,606,2993,1150,4571,1326,6299,1129,9354,1741,8870,1696,8805,1877,2576,883,2285,945
0500000US06097,6097,"Sonoma County, California",2011,73217,3635,69539,3482,160,194,934,497,661,532,1183,598,570,325,276,226,858,538,1128,529,621,520,930,466,338,196,1243,553,1163,651,2125,803,1836,744,6741,1241,6574,1283,17120,2410,8313,1382,13664,1988,3101,948,3678,945
0500000US06099,6099,"Stanislaus County, California",2011,70713,3278,67358,3067,609,521,160,163,840,501,817,512,804,458,703,345,1418,655,831,376,834,344,2526,761,4159,1176,4483,1094,5839,1576,4260,938,5169,1118,10522,2267,6321,1235,11815,2406,2889,848,1680,682,679,310,3355,990
0500000US06101,6101,"Sutter County, California",2011,11801,1529,10663,1375,60,109,0,208,0,208,175,158,314,306,43,60,81,86,39,60,522,388,908,518,669,371,1429,697,976,475,397,313,317,224,1253,564,1000,553,1744,649,530,346,161,178,45,84,1138,580
0500000US06107,6107,"Tulare County, California",2011,55543,2541,52078,2500,217,201,179,161,188,168,816,396,708,400,2258,831,2264,752,2933,809,3236,879,6149,1158,3942,1033,3802,894,3673,982,3570,1038,2985,817,5440,1294,2882,576,4394,1164,1313,1144,603,324,526,333,3465,740
0500000US06111,6111,"Ventura County, California",2011,91958,3572,89420,3535,554,499,707,381,1391,600,984,504,883,557,1177,677,762,394,745,357,590,419,920,459,766,403,1021,498,913,520,1626,721,1901,638,4224,1001,5881,1177,16705,2215,13958,1793,22762,2466,10950,1612,2538,777
0500000US06113,6113,"Yolo County, California",2011,32299,2196,31322,2310,56,102,30,54,457,274,116,146,741,621,417,359,855,667,453,321,382,327,482,421,330,326,1458,696,2212,794,2278,815,2162,751,3237,1047,2687,832,5892,1496,2993,891,2856,875,1228,492,977,500
